image_name,style,color,pattern,material,estimated_pricing,gender,events,type_of_clothing,name,description
831296_1664.webp,formal,green,solid,polyester,$200 ,female,wedding,dress,Emerald One-Shoulder Gown,"A sleek, fitted one-shoulder green dress with ruched detailing at the waist, perfect for formal occasions like weddings."
837836_9000.webp,casual,white,solid,cotton,$100 ,female,casual,dress,Classic White Button-Down Dress,"A crisp, white, short-sleeved button-down dress with a fitted waist and a flowing skirt, perfect for casual outings or daytime events."
b69afcc56aedf527325f7a66c9cd1cbf6685952c_lg-1.jpg,business casual,white,solid,linen,$100 ,female,casual,shirt,Linen Relaxed Shirt,"A loose-fitting, short-sleeve linen shirt with a button-down front and a classic collar, perfect for casual and business casual settings."
845730_1362.webp,casual,black,solid,cotton,$70 ,female,casual,top,Boho tassel blouse,"A loose-fitting black cotton blouse featuring a deep V-neckline with ruffle accents, wide short sleeves with pom-pom trim, and tassel ties at the neckline and hem."
831106_520221.webp,casual,blue,floral,cotton,$100 ,female,casual,dress,Floral Summer Sundress,"A lightweight blue floral sundress with thin straps, perfect for casual summer outings."
826148_019582.webp,casual,brown,solid,cotton,$70 ,female,casual,top,Wrap Knot Casual Top,"A sleeveless solid brown casual top featuring a side knot design, made from soft cotton for comfortable wear."
852631_5139.webp,casual,red,eyelet,cotton,$50 ,female,casual,tank top,Summer Eyelet Tank,"A bright red sleeveless tank top featuring a delicate eyelet pattern, perfect for warm weather and casual outings."
826770_2222_MKTG1.webp,business casual,black,solid,cotton,$100 ,female,"casual, business",shirt,Elegant Puff Sleeve Top,"A chic black puff sleeve top with a deep V neckline and front twist detail, perfect for business casual and elegant everyday wear."
32213076_fpx.webp,athleisure,black,solid,cotton,$150 ,male,casual,jacket,Elite Track Jacket,"A sleek black cotton track jacket with a high collar and full zip closure, designed for comfortable and stylish casual wear."
31698649_fpx (1).webp,athleisure,black,solid,cotton blend,$100 ,male,casual,sweatshirt,The North Face Quarter Zip Sweatshirt,"A comfortable black quarter-zip sweatshirt with a relaxed fit, featuring The North Face logo on the chest, made from a soft cotton blend ideal for casual wear."
31872274_fpx.webp,business casual,white,solid,cotton,$100 ,male,casual,collared shirt,Classic White Pullover Polo,"A crisp white long-sleeve pullover polo shirt with a neat collar, perfect for a business casual or smart casual look."
13837880_fpx.webp,business casual,brown,solid,cotton,$150 ,male,"casual, business",jacket,Classic Beige Zip Jacket,"A timeless beige cotton jacket featuring a zip closure, a pointed collar, and a minimalistic logo on the chest, perfect for casual and business casual occasions."
31392039_fpx.webp,casual,blue,distressed,denim,$50 ,female,casual,shorts,Urban Distressed Denim Shorts,"Casual blue denim shorts with a distressed pattern, featuring frayed hems and a classic five-pocket style, perfect for relaxed summer outings."
31443211_fpx.webp,athleisure,white,solid,cotton,$80 ,male,casual,hoodie,Pure Comfort Hoodie,"A cozy white hoodie crafted from soft cotton, perfect for casual and athleisure wear, featuring a front kangaroo pocket and adjustable drawstring hood."
31950900_fpx.webp,business casual,white,striped,cotton,$60 ,male,casual,polo shirt,Striped Classic Polo,"A white cotton polo shirt featuring thin horizontal blue stripes, perfect for casual or business casual wear."
32353045_fpx.webp,casual,blue,solid,cotton,$60 ,male,casual,sweatshirt,Skyline Casual Sweatshirt,"A comfortable blue cotton sweatshirt with a clean, solid design perfect for everyday casual wear."
31833325_fpx.webp,athleisure,orange,solid,polyester,$50 ,male,casual,polo shirt,Columbia Men's Sports Polo,"A lightweight, short-sleeve orange polo shirt made from breathable polyester, perfect for casual or active wear."
26326681_fpx.webp,business casual,brown,solid,cotton,$100 ,male,"business, casual",pants,Classic Khaki Chinos,"A pair of straight-fit khaki chinos made from soft cotton, perfect for a polished business casual look."
31790340_fpx.webp,casual,blue,solid,cotton,$60 ,male,casual,pants,Classic Blue Chinos,"These are comfortable classic blue chinos made from soft cotton, perfect for casual outings or everyday wear. Featuring a straight fit and traditional button closure."
3925240_fpx.webp,business casual,gray,solid,cotton blend,$100 ,male,"business, casual",pants,Classic Grey Chino Pants,"Tailored grey chino pants made from a comfortable cotton blend fabric, suitable for business casual and smart casual occasions."
31618319_fpx.webp,casual,brown,floral,cotton,$100 ,male,casual,shirt,Tropical Breeze Polo,"A short-sleeve polo shirt featuring a tropical floral print in warm brown tones, designed for casual comfortable wear."
31615864_fpx.webp,athleisure,black,graphic,cotton,$70 ,male,casual,hoodie,North Face Logo Hoodie,"A comfortable black cotton hoodie featuring The North Face graphic logo on the front, perfect for casual wear or outdoor activities."
32242875_fpx (1).webp,athleisure,black,solid,cotton,$100 ,male,casual,hoodie,Essential Zip Hoodie,"A sleek black zip-up hoodie made from soft cotton, featuring a minimalist design perfect for casual wear and light workouts."
32512239_fpx.webp,casual,pink,floral,cotton,$80 ,female,casual,jumpsuit,Tropical Breeze Jumpsuit,"A sleeveless pink floral cotton jumpsuit with a fitted waist tie and wide legs, perfect for casual summer outings."
31698649_fpx.webp,athleisure,black,solid,cotton,$100 ,male,casual,sweatshirt,The North Face Quarter Zip Sweatshirt,"A comfortable black quarter-zip sweatshirt made from cotton, featuring a subtle logo on the chest, suitable for casual wear and athleisure."
32644937_fpx.webp,business casual,black,solid,cotton,$100 ,male,"casual, business",collared shirt,Classic Black Polo,"A sleek black short-sleeve collared polo shirt with a subtle zip-up neckline, perfect for casual and business casual occasions."
31950996_fpx.webp,business casual,red,solid,cotton,$100 ,male,casual,polo shirt,Classic Red Polo,"A timeless red polo shirt made from soft cotton, perfect for casual or business casual wear."
31441576_fpx.webp,business casual,blue,plaid,cotton,$100 ,male,casual,collared shirt,Classic Plaid Button-Up,"A long-sleeve button-up shirt featuring a vibrant blue and green plaid pattern, made from breathable cotton, perfect for casual and business casual settings."
32512344_fpx.webp,casual,red,solid,cotton,$100 ,male,casual,hoodie,Classic Red Zip Hoodie,"A vibrant red cotton zip-up hoodie with a comfortable fit, perfect for casual outings or layering."
32242875_fpx.webp,athleisure,black,solid,cotton blend,$120 ,male,casual,hoodie,Essential Black Zip Hoodie,"A solid black zip-up hoodie made from a cotton blend, perfect for casual wear and athleisure style."
32043892_fpx.webp,business casual,green,floral,cotton,$100 ,female,"business, casual",dress,Floral Green Sleeveless Dress,"A fitted sleeveless dress featuring an all-over floral pattern in green shades, ideal for business casual settings or daytime events."
31160160_fpx.webp,casual,blue,solid,denim,$50 ,female,casual,shorts,Light Wash Denim Shorts,"A pair of light blue denim shorts with a raw hem, featuring a classic five-pocket design and a casual fit, perfect for warm weather."
19699360_fpx.webp,athleisure,black,solid,polyester,$50 ,female,casual,pants,Elevation Cropped Leggings,"Black cropped leggings made from lightweight, stretchy polyester designed for comfort and mobility during workouts or casual wear."
29043884_fpx.webp,business casual,blue,windowpane check,wool blend,$300 ,male,business,blazer,Skyline Windowpane Blazer,"A sharp blue windowpane check wool blend blazer designed for a sophisticated business casual look, featuring a tailored fit and classic notch lapels."
30349054_fpx.webp,athleisure,red,solid,cotton,$50 ,male,casual,sweatshirt,Classic Red Crewneck Sweatshirt,"A vibrant red cotton crewneck sweatshirt featuring a relaxed fit, perfect for casual and athleisure wear."
32149252_fpx (1).webp,business casual,blue,solid,cotton,$60 ,male,casual,polo shirt,Classic Blue Polo,"A classic light blue polo shirt with a soft cotton fabric, short sleeves, and a two-button placket, perfect for casual or business casual wear."
28153094_fpx.webp,formal,white,solid,polyester,$150 ,female,party,jumpsuit,Elegant Ruffle Jumpsuit,"A sleek white jumpsuit featuring a deep V-neck with ruffle detailing and a decorative belt, perfect for formal parties or evening events."
27296875_fpx.webp,athleisure,black,solid,polyester,$100 ,male,casual,shorts,Boss Contrast Waistband Shorts,"Black athletic shorts with a contrasting white waistband and side piping, featuring the bold 'BOSS' logo on one leg, designed for casual or sporty wear."
30835583_fpx.webp,athleisure,blue,solid,cotton,$70 ,male,casual,sweatshirt,Champion Classic Crewneck,"A navy blue crewneck sweatshirt with a small Champion logo on the chest and sleeve, made from soft cotton for comfortable and casual wear."
29134466_fpx.webp,athleisure,black,solid,polyester,$60 ,male,casual,sweatshirt,Under Armour Classic Crew Sweatshirt,"A black Under Armour long-sleeve crewneck sweatshirt made from comfortable polyester, perfect for casual or workout wear."
26076782_fpx.webp,casual,white,solid,cotton,$70 ,male,casual,pants,Classic White Cotton Pants,"A pair of straight-fit white cotton pants, perfect for casual outings and comfortable wear."
31698525_fpx.webp,athleisure,gray,solid,cotton,$100 ,male,casual,hoodie,Urban Comfort Zip Hoodie,"A comfortable grey zip-up hoodie made from soft cotton, featuring a relaxed fit and a drawstring hood, perfect for casual and athleisure wear."
31698601_fpx.webp,athleisure,white,solid,cotton,$70 ,male,casual,hoodie,Classic White Zip Hoodie,"A comfortable and versatile white zip-up hoodie made from soft cotton fabric, perfect for casual wear."
29349592_fpx.webp,business casual,brown,solid,cotton,$100 ,male,"business, casual",polo shirt,Classic Brown Polo,"A classic brown cotton polo shirt with a soft collar and button placket, perfect for a smart casual or business casual look."
27237322_fpx.webp,business casual,black,solid,polyester,$150 ,male,"casual, business",jacket,Classic Black Zip Jacket,"A sleek black zip-up jacket made of lightweight polyester, perfect for casual or business casual settings. Featuring a minimalistic design with a small logo accent at the chest."
26308987_fpx.webp,casual,brown,solid,cotton,$60 ,male,casual,pants,Classic Beige Casual Pants,"A pair of beige casual pants made from comfortable cotton fabric, featuring a straight cut and a relaxed fit suitable for everyday wear."
31477301_fpx.webp,casual,white,solid,cotton,$50 ,female,casual,shirt,Classic White Tee,"A simple, fitted white cotton t-shirt with short sleeves, perfect for casual everyday wear."
31833315_fpx.webp,business casual,gray,solid,polyester,$60 ,male,"casual, business",collared shirt,Columbia Classic Polo,"A light gray, short-sleeve polo shirt made from moisture-wicking polyester, featuring a classic collar and subtle brand logo on the chest, suitable for casual and business casual settings."
3876846_fpx.webp,athleisure,gray,solid,cotton,$50 ,male,casual,sweatshirt,Champion Classic Crewneck,"A comfortable gray cotton crewneck sweatshirt featuring a small logo on the chest, designed for casual and athletic wear."
31609982_fpx.webp,casual,blue,solid,denim,$50 ,female,casual,shorts,Classic Denim Shorts,"A pair of casual blue denim shorts featuring a rolled hem, designed for comfort and everyday wear."
1015474_fpx.webp,casual,black,solid,cotton,$50 ,male,"casual, everyday",pants,Classic Black Casual Pants,"A pair of classic black cotton casual pants with a straight fit, ideal for everyday wear."
31833315_fpx (1).webp,business casual,green,solid,polyester,$50 ,male,"casual, business",polo shirt,Columbia Classic Polo,"A light green short-sleeve polo shirt made from moisture-wicking polyester, perfect for casual and business casual settings."
31396568_fpx.webp,casual,green,solid,cotton,$80 ,male,casual,pants,Urban Classic Olive Pants,A pair of relaxed-fit olive green cotton pants featuring a solid pattern ideal for casual outings.
31594269_fpx.webp,athleisure,brown,solid,cotton,$50 ,male,casual,pants,Relaxed Cotton Drawstring Pants,"Comfortable brown cotton pants with a drawstring waist, perfect for casual and athleisure wear."
31396565_fpx.webp,casual,brown,solid,cotton,$100 ,male,casual,pants,Classic Brown Cotton Pants,"A pair of classic brown cotton pants with a relaxed fit, perfect for everyday casual wear."
31833319_fpx.webp,casual,blue,solid,cotton,$50 ,male,casual,polo shirt,Ocean Breeze Polo,"A lightweight blue cotton polo shirt with a classic collar and short sleeves, perfect for casual outings and everyday wear."
19475941_fpx.webp,athleisure,black,solid,cotton,$60 ,male,casual,hoodie,Essential Black Hoodie,"A solid black cotton hoodie with a front kangaroo pocket, adjustable drawstring hood, and subtle branding on the chest, perfect for casual wear or light athletic activity."
28966652_fpx.webp,athleisure,black,solid,cotton,$100 ,male,casual,hoodie,Essential Zip-Up Hoodie,"A minimalist black zip-up hoodie with a drawstring hood and ribbed cuffs, perfect for casual and athleisure wear."
9830636_fpx.webp,casual,blue,solid,denim,$80 ,male,casual,pants,Classic Light Wash Jeans,"A pair of classic light wash denim jeans with a straight fit, featuring traditional stitching and a comfortable five-pocket design."
29706777_fpx.webp,business casual,blue,solid,cotton,$100 ,male,"casual, business",sweatshirt,Skyline Quarter-Zip Pullover,"A light blue cotton quarter-zip sweatshirt with a minimalistic design, perfect for a relaxed yet polished look."
31395944_fpx.webp,business casual,black,solid,polyester,$150 ,female,business,jumpsuit,Elegant Contrast Jumpsuit,"A chic black and white jumpsuit featuring a sheer white blouse top with a tie-neck detail and solid black wide-leg pants, perfect for professional and semi-formal occasions."
31936516_fpx.webp,casual,red,floral,cotton,$60 ,female,casual,shirt,Tropical Breeze Blouse,"A lightweight cotton blouse featuring a vibrant red floral pattern with three-quarter sleeves tied at the cuffs, perfect for casual outings."
31682459_fpx.webp,athleisure,black,solid,polyester,$150 ,male,casual,hoodie,Urban Performance Hoodie,"A sleek black zip-up hoodie with a modern fit, made from lightweight polyester for comfort and performance during casual or active wear."
31682622_fpx.webp,business casual,blue,solid,cotton,$100 ,male,"casual, business",polo shirt,Classic Blue Polo,"A sleek, short-sleeve blue polo shirt with a zip-up collar, made from comfortable cotton fabric, perfect for casual and business casual occasions."
29272815_fpx.webp,formal,red,solid,polyester,$150 ,female,"evening, party, formal",jumpsuit,Ruffle Elegance Jumpsuit,"A stylish red jumpsuit featuring ruffle detailing on the straps, a fitted waist with a gold chain belt, and wide-leg pants, perfect for formal events or parties."
31589101_fpx.webp,streetwear,white,graphic,cotton,$150 ,male,casual,sweatshirt,Polo Bear Graphic Sweatshirt,"White cotton sweatshirt with a colorful Polo Bear graphic on the front, featuring a casual and relaxed fit perfect for everyday streetwear."
32680886_fpx.webp,athleisure,black,solid,polyester,$50 ,male,casual,hoodie,Classic Black Hoodie,"A comfortable black hoodie made from polyester, featuring a front pocket and a drawstring hood, perfect for casual wear and athleisure style."
30345448_fpx.webp,business casual,green,checked,cotton,$100 ,male,"business, casual",collared shirt,Green Checked Button-Down Shirt,"A classic green checked button-down shirt made from soft cotton, featuring a neat collar and long sleeves, perfect for both business and casual occasions."
31685229_fpx.webp,athleisure,black,solid,polyester,$100 ,male,casual,hoodie,Essential Zip-Up Hoodie,"A sleek, black zip-up hoodie made from soft polyester fabric featuring a minimalist design with a drawstring hood, perfect for casual and athleisure wear."
25710716_fpx.webp,business casual,blue,solid,wool,$200 ,male,business,blazer,Navy Classic Blazer,"A tailored navy blue wool blazer with a single button closure, perfect for business and formal occasions."
9465401_fpx.webp,casual,gray,solid,cotton,$50 ,male,casual,shirt,Classic Gray Crewneck Tee,"A comfortable and versatile gray crewneck t-shirt made from soft cotton fabric, perfect for everyday casual wear."
24477612_fpx.webp,business casual,white,striped,cotton,$80 ,female,casual,shirt,Striped Tie-Front Shirt,"A white button-up shirt with vertical black stripes and a stylish tie-front detail, made from breathable cotton fabric."
27910349_fpx.webp,business casual,black,solid,cotton blend,$100 ,male,"casual, business",sweater,Urban Zip Pullover,"A sleek black cotton-blend pullover sweater featuring a quarter-zip closure and a comfortable fit, ideal for both casual and business casual settings."
9293327_fpx.webp,business casual,blue,solid,cotton,$50 ,male,"casual, business",polo shirt,Classic Navy Polo,"A classic navy blue polo shirt made from soft cotton fabric with white trim details on the collar and sleeves, perfect for casual and business casual wear."
32590644_fpx.webp,business casual,red,solid,cotton,$60 ,male,"casual, business",polo shirt,Classic Maroon Polo,"A classic maroon polo shirt made from soft cotton, featuring a clean solid color design perfect for a business casual look."
26913795_fpx.webp,athleisure,black,solid,cotton blend,$60 ,female,casual,pants,Urban Comfort Joggers,"A pair of black slim-fit joggers with a drawstring waist and pocket detail, made from a comfortable cotton blend fabric, designed for casual wear and athleisure."
27298386_fpx.webp,business casual,black,solid,polyester,$100 ,male,business,pants,Classic Black Dress Pants,"A pair of tailored black dress pants with a flat front design, perfect for business and formal occasions, made from a comfortable polyester blend."
29178848_fpx.webp,business casual,gray,plaid,wool blend,$200 ,male,"business, casual",blazer,Classic Plaid Blazer,"A tailored gray plaid blazer made from a wool blend fabric, perfect for business casual settings. Features a notched lapel and single-button closure."
21477091_fpx.webp,formal,blue,solid,wool,$300 ,male,business,suit,Classic Blue Wool Suit,"A sleek, well-tailored blue wool suit featuring a two-button jacket and matching trousers, perfect for business and formal occasions."
31615938_fpx.webp,casual,brown,solid,cotton,$70 ,male,casual,sweatshirt,Everyday Quarter-Zip Pullover,"A comfortable brown cotton quarter-zip sweatshirt with a relaxed fit, perfect for casual outings or layering in cooler weather."
30844622_fpx.webp,business casual,brown,solid,cotton,$100 ,male,business,pants,Classic Khaki Chinos,"A pair of tailored brown khaki chinos made from soft cotton, perfect for business casual settings."
18543563_fpx.webp,business casual,gray,solid,cotton blend,$100 ,male,business,pants,Classic gray trousers,"A pair of slim-fit gray business casual pants made from a cotton blend, featuring a clean, solid pattern and a crease down the front for a polished look."
29959284_fpx.webp,casual,blue,plaid,cotton,$40 ,male,casual,shorts,Blue Plaid Drawstring Shorts,"Comfortable blue plaid shorts with an adjustable drawstring waist, perfect for relaxed casual wear."
31475760_fpx.webp,casual,blue,solid,denim,$50 ,female,casual,shorts,Classic Denim Shorts,"Light blue high-waisted denim shorts with a clean, solid finish, perfect for casual summer wear."
30348961_fpx.webp,casual,green,solid,cotton,$100 ,male,casual,hoodie,Emerald Classic Hoodie,"A comfortable green cotton hoodie featuring a front kangaroo pocket and drawstring hood, perfect for casual wear."
14592189_fpx.webp,business casual,blue,solid,cotton,$100 ,male,business,pants,Classic Navy Chinos,"A pair of slim-fit navy blue chinos made from breathable cotton, perfect for business casual settings."
29280103_fpx.webp,formal,red,solid,polyester,$150 ,female,"business, evening",jumpsuit,Elegant Red Jumpsuit,"A sleek red jumpsuit featuring flutter sleeves and wide-leg pants, perfect for formal business or evening occasions."
28129445_fpx.webp,casual,green,solid,cotton,$70 ,female,casual,pants,Olive Casual Tapered Pants,"Comfortable olive green tapered pants with side pockets, perfect for casual everyday wear."
32149252_fpx.webp,business casual,blue,solid,cotton,$100 ,male,"casual, business casual",polo shirt,Classic Blue Polo,"A light blue short-sleeve polo shirt made from soft cotton, perfect for casual or business casual occasions."
31615188_fpx.webp,athleisure,green,solid,cotton,$70 ,male,casual,hoodie,Evergreen Zip-Up Hoodie,"A comfortable, forest green zip-up hoodie made from soft cotton, perfect for casual outings or light outdoor activities."
31889085_fpx.webp,business casual,green,solid,cotton,$80 ,male,"casual, business",polo shirt,Classic Olive Polo,"A classic olive green cotton polo shirt with a subtle embroidered logo, perfect for casual and business casual settings."
22913946_fpx.webp,business casual,black,solid,polyester,$100 ,female,business,pants,Sleek Office Trousers,"A pair of black, tailored business casual pants made from polyester, featuring a straight cut suitable for office or professional settings."
31936128_fpx.webp,casual,black,floral,cotton,$100 ,female,casual,jumpsuit,Floral Tie-Shoulder Jumpsuit,"A black cotton jumpsuit featuring a blue floral pattern with tie shoulder straps, smocked bodice, and wide-leg cropped pants, perfect for casual outings."
14855041_fpx.webp,casual,black,solid,denim,$70 ,male,casual,pants,Classic Black Denim Jeans,"A pair of classic black denim jeans with a straight fit and rolled cuffs, perfect for everyday casual wear."
24970842_fpx.webp,business casual,black,solid,polyester,$70 ,male,business,pants,Classic Black Dress Pants,"Tailored black dress pants made from polyester fabric, offering a sleek and professional look suitable for business or formal casual events."
32323721_fpx.webp,streetwear,blue,graphic,cotton,$150 ,male,casual,hoodie,Casual Polo Bear Hoodie,"A light blue cotton hoodie featuring a graphic of a bear dressed in preppy clothing, perfect for casual streetwear looks."
30007966_fpx.webp,athleisure,brown,solid,cotton,$70 ,unisex,casual,hoodie,Cozy Everyday Hoodie,"A comfortable brown hoodie made of soft cotton fabric, featuring a front kangaroo pocket and adjustable drawstring hood, perfect for casual wear and relaxed outings."
25744053_fpx.webp,athleisure,black,solid,cotton,$50 ,female,casual,pants,Comfort Stretch Joggers,"Black cotton jogger pants with a drawstring waist, designed for comfort and casual everyday wear."
14458198_fpx.webp,business casual,blue,solid,cotton,$100 ,male,"business, casual",pants,Navy Classic Chinos,"A pair of navy blue cotton chinos with a tailored fit, perfect for both business casual and everyday wear."
1515588_fpx.webp,casual,blue,solid,denim,$60 ,male,casual,pants,Classic Blue Denim Jeans,"A timeless pair of straight-fit blue denim jeans, perfect for everyday casual wear with durable material and a comfortable fit."
28523623_fpx.webp,business casual,white,solid,cotton,$100 ,male,"business, casual",pants,Classic Chino Pants,"A pair of straight-leg, beige cotton chino pants designed for comfort and a polished look, perfect for business casual occasions."
31391592_fpx.webp,casual,blue,solid,denim,$60 ,female,casual,shorts,Classic Denim Bermuda Shorts,"Mid-rise blue denim shorts with rolled cuffs, fitted for a casual, everyday look."
24120017_fpx.webp,casual,blue,solid,denim,$70 ,female,casual,overalls,Classic Denim Short Overalls,"Light blue denim short overalls with adjustable shoulder straps, front chest pocket, and side buttons, perfect for casual summer outings."
31889085_fpx (1).webp,business casual,green,solid,cotton,$80 ,male,"casual, business",collared shirt,Classic Olive Polo,"A classic olive green cotton polo shirt with a comfortable fit and buttoned collar, perfect for casual or business casual settings."
27037693_fpx.webp,business casual,yellow,solid,cotton,$100 ,male,"casual, business",polo shirt,Sunshine Classic Polo,"A soft yellow cotton polo shirt with a classic fit, featuring a small embroidered logo on the chest, perfect for casual or business casual occasions."
27406999_fpx.webp,athleisure,black,solid,polyester,$40 ,male,casual,shorts,Essential Black Athletic Shorts,"Comfortable black athletic shorts with an elastic waistband and drawstring, perfect for casual wear or workouts."
32242723_fpx.webp,streetwear,orange,solid,cotton,$100 ,male,casual,hoodie,Autumn Blaze Hoodie,"A vibrant orange solid cotton hoodie featuring a front pocket and drawstring hood, perfect for casual streetwear styling."
